customer_id,customer_name,city,state,registration_date,customer_segment
CUS002690,Simran Mehta,Delhi,Tamil Nadu,2024-07-17,Retail
CUS002691,Simran Joshi,Ahmedabad,Maharashtra,2025-11-20,Enterprise
CUS002692,Priya Jain,Pune,Maharashtra,2022-09-29,Business
CUS002693,Meera Joshi,Jaipur,Uttar Pradesh,2025-02-18,Retail
CUS002694,Sneha Sharma,Hyderabad,Maharashtra,2025-02-07,Retail
CUS002695,Simran Gupta,Delhi,Maharashtra,2024-08-02,Business
CUS002696,Kavya Kapoor,Chennai,Maharashtra,2024-08-01,Business
CUS002697,Karan Verma,Mumbai,Delhi,2024-09-26,Business
CUS002698,Sneha Malhotra,Delhi,Maharashtra,2022-07-17,Enterprise
CUS002699,Pooja Jain,Hyderabad,Maharashtra,2025-05-31,Enterprise
CUS002700,Simran Mehta,Delhi,Gujarat,2023-06-30,Retail
CUS002701,Rohan Jain,Lucknow,West Bengal,2023-11-16,Enterprise
CUS002702,Simran Patel,Kolkata,Maharashtra,2025-12-19,Business
CUS002703,Meera Verma,Delhi,Maharashtra,2025-02-07,Business
CUS002704,Ishita Gupta,Kolkata,Maharashtra,2023-10-16,Business
CUS002705,Nikhil Jain,Pune,Uttar Pradesh,2022-10-17,Retail
CUS002706,Meera Joshi,Pune,Uttar Pradesh,2022-02-06,Enterprise
CUS002707,Vivaan Patel,Ahmedabad,Karnataka,2025-12-13,Business
CUS002708,Aisha Verma,Pune,West Bengal,2022-12-18,Retail
CUS002709,Rahul Verma,Kolkata,Delhi,2024-10-27,Retail
CUS002710,Pooja Malhotra,Chennai,Telangana,2022-01-11,Retail
CUS002711,Aditya Joshi,Jaipur,Rajasthan,2023-01-10,Retail
CUS002712,Neha Joshi,Bengaluru,Maharashtra,2022-10-07,Business
CUS002713,Aditya Mehta,Jaipur,Tamil Nadu,2022-01-13,Business
CUS002714,Aditya Sharma,Chennai,Rajasthan,2025-08-06,Enterprise
CUS002715,Vivaan Patel,Mumbai,Uttar Pradesh,2024-02-01,Retail
CUS002716,Amit Jain,Kolkata,Maharashtra,2025-09-07,Retail
CUS002717,Kavya Jain,Ahmedabad,Maharashtra,2022-03-31,Enterprise
CUS002718,Meera Singh,Kolkata,Maharashtra,2025-03-12,Retail
CUS002719,Ananya Sharma,Pune,West Bengal,2022-05-26,Business
CUS002720,Simran Gupta,Pune,Maharashtra,2024-09-17,Business
CUS002721,Aditya Kapoor,Lucknow,Telangana,2025-02-24,Enterprise
CUS002722,Kavya Verma,Bengaluru,Delhi,2025-03-08,Enterprise
CUS002723,Karan Mehta,Lucknow,Rajasthan,2025-03-19,Retail
CUS002724,Aisha Gupta,Delhi,Uttar Pradesh,2023-06-11,Business
CUS002725,Vikram Patel,Ahmedabad,Maharashtra,2025-07-02,Enterprise
CUS002726,Nikhil Jain,Kolkata,Karnataka,2023-09-29,Enterprise
CUS002727,Aditya Singh,Mumbai,Maharashtra,2023-06-13,Business
CUS002728,Vivaan Jain,Chennai,Rajasthan,2025-09-21,Enterprise
CUS002729,Sneha Singh,Delhi,Maharashtra,2024-08-17,Business
CUS002730,Ananya Gupta,Kolkata,Telangana,2024-12-09,Retail
CUS002731,Kavya Jain,Ahmedabad,Rajasthan,2022-05-04,Business
CUS002732,Neha Kapoor,Ahmedabad,Maharashtra,2024-05-29,Business
CUS002733,Ananya Malhotra,Jaipur,Karnataka,2026-01-09,Business
CUS002734,Ishita Kapoor,Jaipur,Karnataka,2025-01-25,Business
CUS002735,Rohan Gupta,Bengaluru,Gujarat,2025-07-15,Business
CUS002736,Sneha Jain,Jaipur,Maharashtra,2023-11-09,Business
CUS002737,Vivaan Joshi,Kolkata,Telangana,2025-12-14,Retail
CUS002738,Sneha Gupta,Kolkata,Uttar Pradesh,2023-11-19,Business
CUS002739,Aditya Gupta,Ahmedabad,Delhi,2023-02-26,Enterprise
CUS002740,Rohan Sharma,Lucknow,Maharashtra,2025-01-12,Business
CUS002741,Kavya Patel,Pune,West Bengal,2025-07-12,Enterprise
CUS002742,Ishita Sharma,Lucknow,Maharashtra,2023-04-24,Retail
CUS002743,Aditya Patel,Kolkata,Rajasthan,2024-03-05,Retail
CUS002744,Amit Sharma,Delhi,Tamil Nadu,2023-08-28,Enterprise
CUS002745,Karan Mehta,Pune,Delhi,2022-12-11,Enterprise
CUS002746,Aarav Mehta,Lucknow,Tamil Nadu,2023-04-24,Business
CUS002747,Neha Patel,Delhi,Maharashtra,2022-06-19,Enterprise
CUS002748,Rahul Jain,Kolkata,Tamil Nadu,2025-03-04,Business
CUS002749,Vivaan Sharma,Delhi,Gujarat,2025-12-03,Retail
CUS002750,Aditya Gupta,Mumbai,Tamil Nadu,2023-03-16,Enterprise
CUS002751,Rohan Gupta,Lucknow,Telangana,2024-06-20,Enterprise
CUS002752,Amit Gupta,Pune,West Bengal,2023-08-02,Retail
CUS002753,Vikram Patel,Kolkata,Karnataka,2022-09-22,Business
CUS002754,Amit Kapoor,Pune,Tamil Nadu,2025-12-21,Enterprise
CUS002755,Simran Gupta,Pune,Karnataka,2025-09-26,Retail
CUS002756,Vivaan Sharma,Ahmedabad,Telangana,2025-10-19,Enterprise
CUS002757,Ananya Verma,Pune,Karnataka,2025-11-14,Enterprise
CUS002758,Arjun Sharma,Hyderabad,Tamil Nadu,2022-09-16,Retail
CUS002759,Ananya Mehta,Pune,Rajasthan,2025-06-06,Enterprise
CUS002760,Ishita Patel,Mumbai,Rajasthan,2023-09-07,Enterprise
CUS002761,Amit Patel,Bengaluru,Tamil Nadu,2025-06-14,Enterprise
CUS002762,Rohan Kapoor,Chennai,Tamil Nadu,2023-05-14,Business
CUS002763,Simran Gupta,Delhi,Maharashtra,2024-01-11,Business
CUS002764,Aditya Sharma,Pune,Gujarat,2024-09-24,Enterprise
CUS002765,Simran Sharma,Pune,Gujarat,2025-03-15,Business
CUS002766,Pooja Sharma,Mumbai,Rajasthan,2024-03-03,Enterprise
CUS002767,Karan Joshi,Hyderabad,Maharashtra,2025-11-25,Retail
CUS002768,Vikram Kapoor,Hyderabad,Delhi,2026-01-07,Retail
CUS002769,Ananya Malhotra,Hyderabad,Telangana,2025-04-04,Enterprise
CUS002770,Meera Singh,Pune,Maharashtra,2024-03-15,Business
CUS002771,Karan Mehta,Delhi,Tamil Nadu,2023-11-03,Retail
CUS002772,Ananya Jain,Chennai,Maharashtra,2022-05-30,Business
CUS002773,Ananya Mehta,Chennai,Telangana,2022-09-24,Business
CUS002774,Rohan Verma,Mumbai,West Bengal,2025-01-05,Business
CUS002775,Rohan Malhotra,Pune,Delhi,2025-09-16,Enterprise
CUS002776,Rahul Singh,Bengaluru,Telangana,2023-11-09,Retail
CUS002777,Aditya Sharma,Pune,Uttar Pradesh,2022-03-23,Enterprise
CUS002778,Aisha Sharma,Chennai,Karnataka,2022-01-12,Enterprise
CUS002779,Pooja Kapoor,Ahmedabad,Rajasthan,2023-06-03,Retail
CUS002780,Aarav Jain,Mumbai,Maharashtra,2024-02-26,Business
CUS002781,Karan Singh,Delhi,Uttar Pradesh,2022-01-14,Business
CUS002782,Kavya Joshi,Chennai,Uttar Pradesh,2025-02-13,Enterprise
CUS002783,Karan Gupta,Lucknow,Delhi,2022-06-29,Retail
CUS002784,Simran Malhotra,Ahmedabad,Telangana,2022-12-10,Business
CUS002785,Vivaan Singh,Bengaluru,Gujarat,2025-10-06,Retail
CUS002786,Aarav Jain,Kolkata,Tamil Nadu,2023-12-26,Enterprise
CUS002787,Rohan Patel,Hyderabad,West Bengal,2024-08-06,Retail
CUS002788,Amit Jain,Pune,West Bengal,2022-08-23,Retail
CUS002789,Meera Jain,Bengaluru,Rajasthan,2022-01-13,Retail
CUS002790,Ananya Mehta,Delhi,Maharashtra,2025-08-18,Enterprise
CUS002791,Rohan Patel,Chennai,Rajasthan,2022-09-12,Enterprise
CUS002792,Simran Joshi,Pune,Tamil Nadu,2025-03-04,Retail
CUS002793,Aisha Patel,Mumbai,Rajasthan,2024-06-13,Retail
CUS002794,Pooja Gupta,Chennai,Rajasthan,2025-02-01,Retail
CUS002795,Simran Gupta,Lucknow,West Bengal,2025-11-14,Business
CUS002796,Rohan Patel,Ahmedabad,Rajasthan,2024-11-24,Retail
CUS002797,Vivaan Gupta,Bengaluru,West Bengal,2024-12-31,Enterprise
CUS002798,Amit Singh,Mumbai,Rajasthan,2024-02-08,Enterprise
CUS002799,Rahul Kapoor,Lucknow,West Bengal,2022-12-20,Enterprise
CUS002800,Neha Gupta,Hyderabad,Maharashtra,2025-09-08,Retail
CUS002801,Nikhil Jain,Delhi,West Bengal,2022-11-29,Retail
CUS002802,Vivaan Jain,Jaipur,Karnataka,2025-06-13,Business
CUS002803,Pooja Jain,Bengaluru,Delhi,2025-09-18,Retail
CUS002804,Vivaan Verma,Mumbai,Telangana,2023-07-25,Business
CUS002805,Neha Singh,Delhi,Rajasthan,2022-08-13,Retail
CUS002806,Aisha Gupta,Lucknow,Uttar Pradesh,2025-12-26,Retail
CUS002807,Aarav Jain,Pune,Delhi,2022-03-15,Enterprise
CUS002808,Ananya Sharma,Hyderabad,Delhi,2023-03-25,Retail
CUS002809,Rahul Joshi,Kolkata,Tamil Nadu,2022-09-18,Enterprise
CUS002810,Arjun Singh,Chennai,Karnataka,2022-03-26,Retail
CUS002811,Nikhil Patel,Ahmedabad,Tamil Nadu,2022-04-07,Business
CUS002812,Neha Mehta,Bengaluru,Maharashtra,2025-10-29,Retail
CUS002813,Meera Malhotra,Bengaluru,West Bengal,2024-07-24,Business
CUS002814,Meera Mehta,Lucknow,Maharashtra,2025-06-05,Enterprise
CUS002815,Priya Jain,Mumbai,Maharashtra,2025-08-27,Retail
CUS002816,Amit Patel,Ahmedabad,Maharashtra,2024-08-19,Business
CUS002817,Sneha Malhotra,Pune,Delhi,2025-04-07,Enterprise
CUS002818,Nikhil Singh,Mumbai,Maharashtra,2023-06-24,Retail
CUS002819,Pooja Verma,Mumbai,Uttar Pradesh,2024-03-03,Business
CUS002820,Rohan Jain,Lucknow,Maharashtra,2023-02-20,Retail
CUS002821,Aisha Joshi,Pune,Rajasthan,2022-04-25,Business
CUS002822,Sneha Kapoor,Chennai,Gujarat,2024-03-16,Business
CUS002823,Vivaan Mehta,Bengaluru,Gujarat,2022-11-10,Retail
CUS002824,Simran Kapoor,Ahmedabad,Tamil Nadu,2024-01-11,Retail
CUS002825,Ishita Malhotra,Hyderabad,Telangana,2023-09-08,Enterprise
CUS002826,Vivaan Joshi,Ahmedabad,Gujarat,2023-02-07,Enterprise
CUS002827,Ishita Malhotra,Bengaluru,Karnataka,2025-03-08,Business
CUS002828,Meera Sharma,Hyderabad,Uttar Pradesh,2024-02-11,Retail
CUS002829,Karan Singh,Delhi,Delhi,2024-02-29,Retail
CUS002830,Aisha Patel,Mumbai,Telangana,2022-10-28,Business
CUS002831,Ananya Mehta,Delhi,Tamil Nadu,2025-09-02,Enterprise
CUS002832,Kavya Verma,Delhi,Maharashtra,2025-10-22,Enterprise
CUS002833,Nikhil Sharma,Jaipur,West Bengal,2025-05-01,Enterprise
CUS002834,Amit Patel,Lucknow,Gujarat,2022-10-30,Enterprise
CUS002835,Priya Verma,Mumbai,Uttar Pradesh,2025-03-15,Enterprise
CUS002836,Sneha Verma,Bengaluru,Karnataka,2025-02-20,Business
CUS002837,Priya Jain,Hyderabad,West Bengal,2023-01-18,Business
CUS002838,Vivaan Gupta,Jaipur,Karnataka,2023-04-06,Retail
CUS002839,Neha Singh,Pune,Karnataka,2022-06-08,Retail
CUS002840,Meera Kapoor,Kolkata,Gujarat,2022-02-27,Business
CUS002841,Neha Gupta,Kolkata,Gujarat,2025-11-13,Enterprise
CUS002842,Neha Joshi,Chennai,West Bengal,2024-04-02,Enterprise
CUS002843,Neha Gupta,Bengaluru,Tamil Nadu,2023-05-07,Business
CUS002844,Meera Malhotra,Kolkata,Telangana,2024-03-15,Business
CUS002845,Amit Kapoor,Ahmedabad,Maharashtra,2024-06-01,Retail
CUS002846,Neha Jain,Mumbai,Delhi,2023-12-04,Business
CUS002847,Meera Sharma,Jaipur,Maharashtra,2025-03-18,Business
CUS002848,Amit Verma,Jaipur,Maharashtra,2023-12-01,Retail
CUS002849,Sneha Malhotra,Delhi,Tamil Nadu,2024-01-31,Enterprise
CUS002850,Sneha Mehta,Hyderabad,West Bengal,2023-01-08,Retail
CUS002851,Priya Sharma,Kolkata,Telangana,2022-10-07,Retail
CUS002852,Meera Malhotra,Mumbai,Telangana,2023-01-07,Business
CUS002853,Arjun Verma,Pune,Telangana,2025-08-25,Enterprise
CUS002854,Simran Singh,Bengaluru,Delhi,2024-04-30,Retail
CUS002855,Ishita Gupta,Hyderabad,Karnataka,2026-01-11,Retail
CUS002856,Karan Malhotra,Ahmedabad,Karnataka,2025-09-09,Business
CUS002857,Priya Patel,Pune,Maharashtra,2024-12-29,Enterprise
CUS002858,Arjun Joshi,Jaipur,Tamil Nadu,2022-12-09,Retail
CUS002859,Arjun Patel,Chennai,Rajasthan,2024-07-03,Retail
CUS002860,Pooja Verma,Chennai,Delhi,2023-03-05,Business
CUS002861,Neha Jain,Ahmedabad,Rajasthan,2024-08-01,Business
CUS002862,Neha Joshi,Pune,Maharashtra,2024-10-15,Retail
CUS002863,Rohan Sharma,Jaipur,Gujarat,2023-12-01,Enterprise
CUS002864,Rahul Singh,Kolkata,West Bengal,2024-07-16,Retail
CUS002865,Simran Mehta,Ahmedabad,Tamil Nadu,2024-04-12,Retail
CUS002866,Ananya Joshi,Pune,Maharashtra,2023-07-25,Retail
CUS002867,Vivaan Gupta,Delhi,West Bengal,2025-01-04,Retail
CUS002868,Aarav Gupta,Chennai,Rajasthan,2025-09-10,Retail
CUS002869,Vivaan Sharma,Delhi,West Bengal,2025-10-29,Retail
CUS002870,Rahul Patel,Hyderabad,Delhi,2023-10-17,Business
CUS002871,Ananya Patel,Ahmedabad,Maharashtra,2025-05-22,Business
CUS002872,Priya Malhotra,Mumbai,Karnataka,2024-03-26,Enterprise
CUS002873,Aditya Joshi,Delhi,Maharashtra,2023-02-11,Retail
CUS002874,Ananya Mehta,Lucknow,Tamil Nadu,2023-12-20,Enterprise
CUS002875,Rahul Kapoor,Ahmedabad,Delhi,2026-01-16,Retail
CUS002876,Amit Jain,Lucknow,West Bengal,2023-05-20,Business
CUS002877,Rahul Gupta,Lucknow,Tamil Nadu,2025-09-12,Enterprise
CUS002878,Ananya Singh,Delhi,Delhi,2022-11-05,Enterprise
CUS002879,Karan Singh,Lucknow,Karnataka,2024-12-05,Enterprise
CUS002880,Amit Jain,Pune,Telangana,2024-01-15,Business
CUS002881,Priya Gupta,Bengaluru,Delhi,2023-04-10,Business
CUS002882,Aisha Patel,Jaipur,Tamil Nadu,2022-03-13,Business
CUS002883,Sneha Patel,Pune,Rajasthan,2024-07-29,Retail
CUS002884,Nikhil Jain,Ahmedabad,Uttar Pradesh,2024-10-16,Retail
CUS002885,Nikhil Jain,Bengaluru,Gujarat,2022-03-21,Retail
CUS002886,Aarav Joshi,Mumbai,Delhi,2024-03-22,Retail
CUS002887,Meera Kapoor,Bengaluru,Rajasthan,2025-10-20,Enterprise
CUS002888,Rohan Patel,Kolkata,Gujarat,2025-12-19,Business
CUS002889,Pooja Verma,Ahmedabad,West Bengal,2023-02-15,Business
CUS002890,Karan Verma,Delhi,Delhi,2023-03-06,Retail
CUS002891,Rahul Jain,Delhi,Rajasthan,2022-02-04,Enterprise
CUS002892,Arjun Malhotra,Hyderabad,Telangana,2022-11-12,Business
CUS002893,Pooja Malhotra,Delhi,Delhi,2023-01-01,Enterprise
CUS002894,Meera Mehta,Pune,Gujarat,2023-01-10,Enterprise
CUS002895,Kavya Singh,Chennai,Maharashtra,2024-03-08,Retail
CUS002896,Vikram Singh,Mumbai,Maharashtra,2024-12-24,Retail
CUS002897,Neha Mehta,Kolkata,Telangana,2022-08-03,Retail
CUS002898,Aarav Joshi,Chennai,Karnataka,2025-02-18,Business
CUS002899,Arjun Kapoor,Chennai,Delhi,2022-01-28,Enterprise
CUS002900,Aditya Singh,Ahmedabad,Delhi,2024-04-01,Enterprise
CUS002901,Vivaan Kapoor,Hyderabad,Gujarat,2023-04-15,Enterprise
CUS002902,Vikram Gupta,Ahmedabad,Maharashtra,2023-10-05,Enterprise
CUS002903,Neha Joshi,Pune,Tamil Nadu,2023-10-15,Business
CUS002904,Simran Patel,Delhi,Maharashtra,2024-01-25,Retail
CUS002905,Aisha Verma,Mumbai,Maharashtra,2025-03-05,Enterprise
CUS002906,Kavya Gupta,Ahmedabad,Telangana,2022-02-04,Enterprise
CUS002907,Aditya Malhotra,Ahmedabad,Uttar Pradesh,2023-03-10,Enterprise
CUS002908,Kavya Joshi,Jaipur,West Bengal,2024-01-03,Retail
CUS002909,Vivaan Joshi,Pune,Delhi,2022-02-07,Business
CUS002910,Rohan Mehta,Delhi,Maharashtra,2022-05-26,Enterprise
CUS002911,Vikram Patel,Delhi,Maharashtra,2022-11-03,Business
CUS002912,Aditya Singh,Lucknow,Karnataka,2026-01-07,Business
CUS002913,Amit Mehta,Kolkata,Rajasthan,2025-03-06,Enterprise
CUS002914,Karan Mehta,Pune,Uttar Pradesh,2024-12-07,Business
CUS002915,Ananya Patel,Delhi,Gujarat,2024-10-01,Business
CUS002916,Priya Patel,Lucknow,Delhi,2022-09-28,Business
CUS002917,Sneha Sharma,Kolkata,Tamil Nadu,2025-11-25,Enterprise
CUS002918,Nikhil Kapoor,Lucknow,West Bengal,2025-08-21,Enterprise
CUS002919,Aisha Gupta,Bengaluru,Karnataka,2025-07-16,Enterprise
CUS002920,Simran Verma,Bengaluru,Maharashtra,2025-05-19,Retail
CUS002921,Sneha Gupta,Hyderabad,Karnataka,2022-03-05,Enterprise
CUS002922,Simran Gupta,Delhi,Karnataka,2022-09-13,Retail
CUS002923,Vivaan Jain,Mumbai,Uttar Pradesh,2022-05-22,Business
CUS002924,Aarav Gupta,Kolkata,Gujarat,2023-07-12,Business
CUS002925,Simran Joshi,Hyderabad,West Bengal,2022-01-15,Enterprise
CUS002926,Vivaan Sharma,Delhi,Gujarat,2025-02-23,Business
CUS002927,Sneha Verma,Hyderabad,Rajasthan,2025-09-24,Business
CUS002928,Vikram Mehta,Hyderabad,Uttar Pradesh,2024-07-06,Enterprise
CUS002929,Karan Verma,Mumbai,Gujarat,2023-02-17,Business
CUS002930,Meera Mehta,Pune,Telangana,2023-11-09,Retail
CUS002931,Aarav Mehta,Bengaluru,Tamil Nadu,2023-10-07,Enterprise
CUS002932,Priya Joshi,Bengaluru,Maharashtra,2025-04-20,Enterprise
CUS002933,Sneha Verma,Lucknow,Gujarat,2025-06-16,Retail
CUS002934,Karan Joshi,Mumbai,Maharashtra,2025-07-24,Enterprise
CUS002935,Meera Jain,Lucknow,Gujarat,2023-04-02,Business
CUS002936,Ananya Sharma,Chennai,Uttar Pradesh,2024-08-12,Enterprise
CUS002937,Aarav Jain,Chennai,Tamil Nadu,2022-08-14,Retail
CUS002938,Nikhil Jain,Kolkata,Gujarat,2025-10-13,Retail
CUS002939,Aisha Verma,Bengaluru,Maharashtra,2023-10-06,Enterprise
CUS002940,Ishita Kapoor,Lucknow,Rajasthan,2025-03-13,Business
CUS002941,Amit Mehta,Chennai,Telangana,2024-04-27,Enterprise
CUS002942,Aisha Singh,Hyderabad,Tamil Nadu,2023-06-21,Business
CUS002943,Priya Verma,Hyderabad,Maharashtra,2023-09-18,Enterprise
CUS002944,Arjun Mehta,Lucknow,Uttar Pradesh,2025-04-21,Retail
CUS002945,Amit Singh,Hyderabad,Telangana,2025-03-30,Business
CUS002946,Ishita Singh,Lucknow,Telangana,2024-04-19,Business
CUS002947,Aarav Kapoor,Jaipur,Delhi,2022-10-27,Retail
CUS002948,Vivaan Malhotra,Chennai,Rajasthan,2024-05-10,Retail
CUS002949,Amit Joshi,Bengaluru,Uttar Pradesh,2025-10-02,Enterprise
CUS002950,Nikhil Malhotra,Hyderabad,Maharashtra,2023-05-26,Retail
CUS002951,Arjun Sharma,Lucknow,West Bengal,2022-09-22,Retail
CUS002952,Rohan Patel,Kolkata,Maharashtra,2024-09-07,Business
CUS002953,Ishita Kapoor,Chennai,Karnataka,2023-08-11,Enterprise
CUS002954,Aisha Gupta,Chennai,West Bengal,2025-04-14,Retail
CUS002955,Rahul Sharma,Bengaluru,Maharashtra,2022-03-29,Business
CUS002956,Neha Malhotra,Ahmedabad,Telangana,2024-02-21,Retail
CUS002957,Rahul Malhotra,Bengaluru,Uttar Pradesh,2022-04-22,Retail
CUS002958,Rahul Gupta,Mumbai,Delhi,2022-08-24,Retail
CUS002959,Karan Gupta,Ahmedabad,Tamil Nadu,2024-12-18,Enterprise
CUS002960,Amit Mehta,Bengaluru,Tamil Nadu,2025-04-07,Business
CUS002961,Vikram Sharma,Jaipur,Gujarat,2022-06-11,Enterprise
CUS002962,Amit Singh,Mumbai,Telangana,2025-12-16,Business
CUS002963,Pooja Verma,Bengaluru,Telangana,2025-11-25,Business
CUS002964,Sneha Mehta,Bengaluru,Maharashtra,2022-05-29,Retail
CUS002965,Pooja Kapoor,Chennai,Maharashtra,2023-02-24,Business
CUS002966,Rohan Singh,Ahmedabad,Delhi,2025-10-05,Enterprise
CUS002967,Rahul Sharma,Bengaluru,Karnataka,2023-09-27,Business
CUS002968,Ishita Jain,Hyderabad,Gujarat,2023-03-02,Enterprise
CUS002969,Arjun Sharma,Hyderabad,Karnataka,2025-09-20,Business
CUS002970,Simran Mehta,Jaipur,Gujarat,2025-01-11,Retail
CUS002971,Vivaan Kapoor,Chennai,Delhi,2025-03-11,Business
CUS002972,Sneha Malhotra,Pune,Delhi,2025-09-01,Retail
CUS002973,Vikram Joshi,Hyderabad,Maharashtra,2024-08-11,Business
CUS002974,Ananya Sharma,Hyderabad,Karnataka,2023-10-15,Retail
CUS002975,Rahul Singh,Jaipur,Tamil Nadu,2022-04-07,Retail
CUS002976,Rohan Kapoor,Lucknow,Telangana,2024-05-14,Business
CUS002977,Kavya Jain,Kolkata,Tamil Nadu,2026-02-03,Retail
CUS002978,Ananya Singh,Delhi,Rajasthan,2022-11-10,Enterprise
CUS002979,Priya Sharma,Delhi,Maharashtra,2022-10-03,Business
CUS002980,Sneha Malhotra,Mumbai,Karnataka,2023-02-23,Retail
CUS002981,Priya Sharma,Bengaluru,Karnataka,2023-06-04,Business
CUS002982,Karan Joshi,Mumbai,Maharashtra,2025-10-04,Business
CUS002983,Karan Gupta,Pune,West Bengal,2024-05-24,Retail
CUS002984,Vikram Malhotra,Lucknow,Tamil Nadu,2023-10-08,Retail
CUS002985,Vivaan Jain,Hyderabad,Tamil Nadu,2023-03-08,Retail
CUS002986,Aditya Jain,Bengaluru,Uttar Pradesh,2025-02-12,Business
CUS002987,Vikram Jain,Bengaluru,Maharashtra,2023-03-20,Business
CUS002988,Rahul Sharma,Delhi,Rajasthan,2023-08-30,Business
CUS002989,Aditya Malhotra,Pune,Maharashtra,2024-07-19,Enterprise
CUS002990,Rohan Jain,Delhi,Telangana,2022-04-17,Business
CUS002991,Vivaan Joshi,Ahmedabad,Telangana,2025-09-14,Enterprise
CUS002992,Karan Patel,Kolkata,West Bengal,2023-10-20,Business
CUS002993,Aisha Patel,Lucknow,Uttar Pradesh,2023-01-10,Business
CUS002994,Vivaan Mehta,Chennai,Rajasthan,2023-04-11,Enterprise
CUS002995,Karan Jain,Kolkata,Delhi,2023-11-27,Enterprise
CUS002996,Aditya Jain,Delhi,Tamil Nadu,2025-05-11,Retail
CUS002997,Simran Gupta,Ahmedabad,Gujarat,2024-12-29,Business
CUS002998,Neha Kapoor,Delhi,Karnataka,2024-09-21,Retail
CUS002999,Ananya Joshi,Lucknow,Maharashtra,2023-01-17,Retail
CUS003000,Rahul Patel,Mumbai,Maharashtra,2022-09-02,Enterprise
CUS003001,Karan Kapoor,Pune,Karnataka,2025-11-28,Business
CUS003002,Pooja Mehta,Lucknow,Maharashtra,2025-10-03,Retail
CUS003003,Karan Sharma,Kolkata,Telangana,2025-11-21,Retail
CUS003004,Priya Malhotra,Delhi,Tamil Nadu,2022-08-01,Enterprise
CUS003005,Amit Malhotra,Hyderabad,Tamil Nadu,2022-12-31,Enterprise
CUS003006,Kavya Patel,Kolkata,Maharashtra,2022-12-20,Retail
CUS003007,Rahul Joshi,Ahmedabad,Telangana,2023-05-27,Retail
CUS003008,Pooja Joshi,Delhi,Delhi,2022-02-13,Business
CUS003009,Ishita Jain,Delhi,Maharashtra,2024-02-09,Retail
CUS003010,Sneha Gupta,Hyderabad,Uttar Pradesh,2025-08-16,Business
CUS003011,Ananya Singh,Pune,Rajasthan,2023-02-05,Retail
CUS003012,Ishita Verma,Hyderabad,West Bengal,2022-02-07,Business
CUS003013,Nikhil Kapoor,Kolkata,Rajasthan,2025-05-12,Enterprise
CUS003014,Kavya Sharma,Hyderabad,West Bengal,2022-02-12,Retail
CUS003015,Aarav Gupta,Lucknow,Gujarat,2024-11-05,Enterprise
CUS003016,Meera Patel,Lucknow,Tamil Nadu,2023-01-24,Enterprise
CUS003017,Karan Joshi,Hyderabad,Uttar Pradesh,2025-12-08,Retail
CUS003018,Sneha Mehta,Bengaluru,Delhi,2025-05-09,Enterprise
CUS003019,Kavya Mehta,Bengaluru,Telangana,2023-01-14,Business
CUS003020,Vikram Joshi,Chennai,Delhi,2022-11-24,Business
CUS003021,Simran Jain,Pune,Gujarat,2022-06-14,Business
CUS003022,Meera Kapoor,Mumbai,Delhi,2025-05-23,Retail
CUS003023,Aarav Gupta,Lucknow,Delhi,2022-11-06,Enterprise
CUS003024,Ishita Patel,Mumbai,Tamil Nadu,2024-04-20,Retail
CUS003025,Vivaan Jain,Lucknow,Tamil Nadu,2023-10-09,Enterprise
CUS003026,Simran Mehta,Bengaluru,Gujarat,2023-05-16,Business
CUS003027,Rahul Mehta,Delhi,Uttar Pradesh,2026-01-20,Business
CUS003028,Rohan Sharma,Ahmedabad,Gujarat,2022-06-05,Business
CUS003029,Neha Malhotra,Jaipur,Maharashtra,2025-08-16,Enterprise
CUS003030,Pooja Gupta,Mumbai,Karnataka,2023-02-24,Enterprise
CUS003031,Arjun Singh,Jaipur,Maharashtra,2022-03-31,Business
CUS003032,Simran Kapoor,Bengaluru,Delhi,2022-05-12,Enterprise
CUS003033,Aditya Jain,Delhi,Maharashtra,2022-12-21,Retail
CUS003034,Meera Verma,Jaipur,Maharashtra,2025-12-27,Business
CUS003035,Pooja Jain,Ahmedabad,Rajasthan,2024-05-04,Enterprise
CUS003036,Vikram Mehta,Hyderabad,Maharashtra,2022-08-01,Enterprise
CUS003037,Arjun Kapoor,Chennai,Telangana,2025-02-13,Enterprise
CUS003038,Vivaan Mehta,Hyderabad,Telangana,2022-10-01,Enterprise
CUS003039,Aarav Sharma,Ahmedabad,Delhi,2025-03-13,Enterprise
CUS003040,Vikram Joshi,Jaipur,West Bengal,2023-05-16,Business
CUS003041,Nikhil Gupta,Ahmedabad,Gujarat,2023-08-01,Business
CUS003042,Ishita Patel,Lucknow,Gujarat,2026-01-23,Retail
CUS003043,Ananya Verma,Delhi,Maharashtra,2025-06-04,Retail
CUS003044,Aisha Jain,Delhi,Maharashtra,2023-01-31,Retail
CUS003045,Aarav Verma,Mumbai,Maharashtra,2023-08-06,Retail
CUS003046,Amit Verma,Jaipur,Karnataka,2022-08-19,Business
CUS003047,Vikram Kapoor,Lucknow,Maharashtra,2022-07-04,Business
CUS003048,Amit Joshi,Delhi,Gujarat,2025-04-19,Enterprise
CUS003049,Amit Malhotra,Hyderabad,Uttar Pradesh,2025-11-15,Enterprise
CUS003050,Arjun Jain,Jaipur,Karnataka,2022-08-16,Enterprise
CUS003051,Pooja Sharma,Pune,Karnataka,2024-06-03,Business
